1, APPAREL, PANTS & SHORTS, 711.0, 106.64999999999999, 9, 2023, 2, 14.22, LATIN AMERICA, 2023-02
10123, FISHING GEAR, FISHING BAIT, 76.0, 13.68, 2, 2023, 11, 7.6000000000000005, NORTH AMERICA, 2023-11
10124, APPAREL, OTHER, 462.0, 69.3, 7, 2022, 1, 32.34, EUROPE, 2022-01
10125, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 96.0, 10.56, 16, 2023, 12, 9.600000000000001, EUROPE, 2023-12
10126, FISHING GEAR, FISHING HOOKS, 144.0, 14.4, 6, 2022, 4, 2.88, NORTH AMERICA, 2022-04
10127, FISHING GEAR, RODS & REELS, 2656.0, 478.08, 16, 2022, 3, 159.35999999999999, NORTH AMERICA, 2022-03
10128, TRAVEL, DUFFEL BAGS, 756.0, 113.39999999999999, 9, 2022, 1, 105.84, EUROPE, 2022-01
10129, TRAVEL, TRAVEL ACCESSORIES, 639.0, 89.46000000000001, 9, 2022, 10, 95.85, EUROPE, 2022-10
10130, WINTER SPORTS, GLOVES & MITTENS, 234.0, 32.760000000000005, 2, 2024, 4, 0, CHINA, 2024-04
10131, APPAREL, OUTERWEAR, 3724.0, 744.8000000000001, 19, 2023, 1, 74.48, NORTH AMERICA, 2023-01
10132, WATER GEAR, SAFETY GEAR, 315.0, 37.8, 5, 2022, 6, 6.3, NORTH AMERICA, 2022-06
10133, WINTER SPORTS, BINDINGS, 2225.0, 311.50000000000006, 5, 2022, 1, 267, MIDDLE EAST, 2022-01
10134, CLIMBING, CLIMBING SHOES, 917.0, 128.38000000000002, 7, 2024, 6, 64.19000000000001, CHINA, 2024-06
10135, FISHING GEAR, FISHING HOOKS, 285.0, 39.900000000000006, 15, 2022, 7, 14.25, CHINA, 2022-07
10136, TRAVEL, SECURITY, 152.0, 28.88, 2, 2022, 6, 3.04, MIDDLE EAST, 2022-06
10137, APPAREL, PANTS & SHORTS, 165.0, 28.05, 3, 2024, 11, 11.55, EUROPE, 2024-11
10138, CAMPING & HIKING, EXTENDED TRIP PACKS, 1056.0, 126.72, 3, 2022, 12, 105.60000000000001, NORTH AMERICA, 2022-12
10139, WATER GEAR, SNORKELING & DIVING GEAR, 4368.0, 480.48, 12, 2022, 6, 87.36, NORTH AMERICA, 2022-06
10140, APPAREL, FOOTWEAR ACCESSORIES, 78.0, 14.04, 2, 2024, 2, 0.78, LATIN AMERICA, 2024-02
10141, CLIMBING, AVALANCHE SAFETY, 2658.0, 372.12000000000006, 6, 2022, 11, 372.12000000000006, MIDDLE EAST, 2022-11
10142, APPAREL, OUTERWEAR, 3315.0, 464.1, 15, 2022, 11, 430.95, NORTH AMERICA, 2022-11
10143, FISHING GEAR, FISHING HOOKS, 242.0, 38.72, 11, 2022, 10, 9.68, NORTH AMERICA, 2022-10
10144, WATER GEAR, ACCESSORIES, 90.0, 18.0, 2, 2023, 7, 1.8, EUROPE, 2023-07
10145, FISHING GEAR, FISHING BAIT, 665.0, 93.10000000000001, 19, 2023, 3, 93.10000000000001, LATIN AMERICA, 2023-03
10146, CLIMBING, CHALK & CHALK BAGS, 360.0, 50.400000000000006, 18, 2024, 3, 39.6, LATIN AMERICA, 2024-03
10147, WINTER SPORTS, POLES, 385.0, 38.5, 5, 2024, 11, 3.85, NORTH AMERICA, 2024-11
10148, CLIMBING, ROPES & SLINGS, 255.0, 51.0, 3, 2022, 9, 33.15, LATIN AMERICA, 2022-09
10149, WINTER SPORTS, SNOWSHOES, 1666.0, 316.54, 17, 2023, 5, 66.64, EUROPE, 2023-05
10150, CLIMBING, SLACKLINES, 1150.0, 126.5, 10, 2022, 11, 161.00000000000003, EUROPE, 2022-11
10151, FISHING GEAR, TACKLE, 155.0, 31.0, 5, 2023, 5, 12.4, NORTH AMERICA, 2023-05
10152, WINTER SPORTS, SNOWBOARD BOOTS, 192.0, 32.64, 1, 2022, 12, 5.76, AFRICA, 2022-12
10153, FOOTWEAR, TRAIL SHOES, 280.0, 44.800000000000004, 5, 2024, 7, 5.6000000000000005, EUROPE, 2024-07
10154, FISHING GEAR, WADERS, 1113.0, 211.47, 7, 2022, 2, 11.13, NORTH AMERICA, 2022-02
10155, FISHING GEAR, TACKLE, 308.0, 52.36000000000001, 14, 2024, 1, 9.24, EUROPE, 2024-01
10156, WINTER SPORTS, SNOWBOARD BOOTS, 2431.0, 316.03000000000003, 17, 2024, 5, 291.71999999999997, EUROPE, 2024-05
10157, FISHING GEAR, TACKLE, 352.0, 59.84, 8, 2022, 5, 49.28, CHINA, 2022-05
10158, CLIMBING, ROPES & SLINGS, 451.0, 54.12, 11, 2023, 2, 63.14000000000001, MIDDLE EAST, 2023-02
10159, APPAREL, GLOVES & HATS, 72.0, 14.4, 3, 2022, 10, 8.64, CHINA, 2022-10
10160, APPAREL, PANTS & SHORTS, 230.0, 34.5, 5, 2024, 6, 29.900000000000002, NORTH AMERICA, 2024-06
10161, FISHING GEAR, ACCESSORIES, 95.0, 17.099999999999998, 1, 2023, 6, 2.85, AFRICA, 2023-06
10162, CAMPING & HIKING, OTHER, 310.0, 37.199999999999996, 10, 2022, 5, 34.1, EUROPE, 2022-05
10163, TRAVEL, TECH ORGANIZERS, 275.0, 27.5, 5, 2024, 11, 2.75, CHINA, 2024-11
10164, WINTER SPORTS, THERMAL UNDERWEAR, 882.0, 114.66000000000001, 14, 2023, 9, 132.29999999999998, NORTH AMERICA, 2023-09
10165, CLIMBING, CHALK & CHALK BAGS, 285.0, 45.6, 19, 2022, 1, 25.65, LATIN AMERICA, 2022-01
10166, WATER GEAR, SNORKELING & DIVING GEAR, 3534.0, 706.8000000000001, 19, 2024, 4, 35.34, NORTH AMERICA, 2024-04
10167, CLIMBING, OTHER, 168.0, 18.48, 6, 2023, 2, 10.08, AFRICA, 2023-02
10168, TRAVEL, SECURITY, 162.0, 29.16, 9, 2023, 9, 9.719999999999999, AFRICA, 2023-09
10169, FISHING GEAR, WADERS, 3312.0, 563.0400000000001, 16, 2022, 3, 99.36, CHINA, 2022-03
10170, CLIMBING, ICE AXES, 1192.0, 202.64000000000001, 4, 2022, 5, 166.88000000000002, NORTH AMERICA, 2022-05
10171, CLIMBING, SLACKLINES, 295.0, 38.35, 5, 2023, 7, 17.7, NORTH AMERICA, 2023-07
10172, WINTER SPORTS, OTHER, 924.0, 175.56, 12, 2022, 3, 64.68, ASIA-PACIFIC, 2022-03
10173, FOOTWEAR, OTHER, 1584.0, 158.4, 18, 2022, 2, 79.2, AFRICA, 2022-02
10174, FISHING GEAR, RODS & REELS, 780.0, 132.60000000000002, 12, 2024, 11, 23.4, AFRICA, 2024-11
10175, CAMPING & HIKING, UTENSILS & ACCESSORIES, 195.0, 27.300000000000004, 13, 2022, 4, 29.25, CHINA, 2022-04
10176, FISHING GEAR, RODS & REELS, 1232.0, 209.44000000000003, 11, 2023, 7, 86.24000000000001, LATIN AMERICA, 2023-07
10177, FISHING GEAR, ACCESSORIES, 1596.0, 303.24, 19, 2024, 4, 239.39999999999998, NORTH AMERICA, 2024-04
10178, TRAVEL, TECH ORGANIZERS, 380.0, 76.0, 19, 2022, 9, 19, NORTH AMERICA, 2022-09
10179, APPAREL, GLOVES & HATS, 140.0, 14.0, 10, 2022, 12, 8.4, AFRICA, 2022-12
10180, APPAREL, FOOTWEAR ACCESSORIES, 396.0, 67.32000000000001, 18, 2023, 9, 43.56, AFRICA, 2023-09
10181, CLIMBING, AVALANCHE SAFETY, 1115.0, 167.25, 5, 2024, 3, 167.25, CHINA, 2024-03
10182, CAMPING & HIKING, BACKPACKING TENTS, 936.0, 112.32, 9, 2023, 11, 18.72, CHINA, 2023-11
10183, CLIMBING, BOULDERING PADS, 2142.0, 278.46000000000004, 9, 2022, 12, 278.46000000000004, CHINA, 2022-12
10184, FISHING GEAR, SAFETY GEAR, 456.0, 68.39999999999999, 12, 2023, 5, 36.480000000000004, LATIN AMERICA, 2023-05
10185, TRAVEL, TRAVEL ACCESSORIES, 560.0, 106.4, 7, 2023, 2, 22.400000000000002, EUROPE, 2023-02
10186, WATER GEAR, SWIMWEAR, 370.0, 74.0, 5, 2022, 11, 7.4, NORTH AMERICA, 2022-11
10187, CLIMBING, SLACKLINES, 2205.0, 330.75, 15, 2024, 1, 66.14999999999999, NORTH AMERICA, 2024-01
10188, APPAREL, UNDERWEAR & BASE LAYERS, 380.0, 38.0, 19, 2022, 1, 19, ASIA-PACIFIC, 2022-01
10189, FOOTWEAR, INSULATED FOOTWEAR, 1989.0, 238.67999999999998, 9, 2024, 4, 139.23000000000002, MIDDLE EAST, 2024-04
10190, WINTER SPORTS, SKI BOOTS, 2660.0, 319.2, 5, 2023, 4, 345.8, EUROPE, 2023-04
10191, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 180.0, 28.8, 12, 2023, 5, 5.3999999999999995, LATIN AMERICA, 2023-05
10192, FISHING GEAR, FISHING LINE, 370.0, 51.800000000000004, 10, 2024, 12, 44.4, NORTH AMERICA, 2024-12
10193, APPAREL, PANTS & SHORTS, 385.0, 38.5, 5, 2024, 3, 15.4, MIDDLE EAST, 2024-03
10194, WINTER SPORTS, SKI BINDINGS, 1164.0, 197.88000000000002, 3, 2024, 3, 81.48, MIDDLE EAST, 2024-03
10195, APPAREL, OUTERWEAR, 3348.0, 569.1600000000001, 12, 2023, 4, 401.76, EUROPE, 2023-04
10196, CLIMBING, HELMETS, 472.0, 56.64, 8, 2022, 11, 61.36, CHINA, 2022-11
10197, FOOTWEAR, OTHER, 1131.0, 214.89000000000001, 13, 2022, 9, 79.17, NORTH AMERICA, 2022-09
10198, TRAVEL, SECURITY, 1254.0, 125.4, 19, 2023, 9, 188.1, MIDDLE EAST, 2023-09
10199, FOOTWEAR, SANDALS, 793.0, 158.60000000000002, 13, 2023, 2, 15.860000000000001, LATIN AMERICA, 2023-02
10200, FOOTWEAR, HIKING BOOTS, 3381.0, 574.7700000000001, 21, 2024, 4, 473.34000000000003, MIDDLE EAST, 2024-04
10201, APPAREL, UNDERWEAR & BASE LAYERS, 260.0, 33.800000000000004, 10, 2022, 8, 31.2, NORTH AMERICA, 2022-08
10202, APPAREL, TOPS, 126.0, 15.12, 3, 2024, 12, 18.9, NORTH AMERICA, 2024-12
10203, WATER GEAR, ACCESSORIES, 486.0, 72.89999999999999, 18, 2024, 10, 72.89999999999999, ASIA-PACIFIC, 2024-10
10204, WATER GEAR, CANOES, 4800.0, 672.0000000000001, 6, 2022, 9, 240, MIDDLE EAST, 2022-09
10205, TRAVEL, TECH ORGANIZERS, 663.0, 99.45, 17, 2023, 8, 79.56, CHINA, 2023-08
10206, APPAREL, SHIRTS, 200.0, 26.0, 10, 2023, 4, 30, LATIN AMERICA, 2023-04
10207, TRAVEL, DUFFEL BAGS, 2793.0, 418.95, 19, 2022, 10, 55.86, NORTH AMERICA, 2022-10
10208, WATER GEAR, KAYAKS, 10928.0, 1420.64, 16, 2024, 6, 437.12, EUROPE, 2024-06
10209, WINTER SPORTS, GLOVES & MITTENS, 1840.0, 294.40000000000003, 20, 2023, 8, 202.4, EUROPE, 2023-08
10210, WATER GEAR, CANOES, 3549.0, 638.8199999999999, 7, 2024, 1, 141.96, NORTH AMERICA, 2024-01
10211, CAMPING & HIKING, BACKPACKING TENTS, 978.0, 107.58, 6, 2023, 9, 146.7, AFRICA, 2023-09
10212, TRAVEL, PACKING ORGANIZERS, 174.0, 33.06, 6, 2024, 12, 12.180000000000001, AFRICA, 2024-12
10213, CAMPING & HIKING, BACKPACKING TENTS, 1164.0, 232.8, 6, 2022, 11, 116.4, NORTH AMERICA, 2022-11
10214, TRAVEL, CARRY-ONS, 872.0, 87.2, 8, 2023, 5, 0, CHINA, 2023-05
10215, CLIMBING, CRAMPONS, 2410.0, 409.70000000000005, 10, 2023, 11, 0, AFRICA, 2023-11
10216, CLIMBING, AVALANCHE SAFETY, 2552.0, 408.32, 11, 2022, 11, 178.64000000000001, NORTH AMERICA, 2022-11
10217, CAMPING & HIKING, NAVIGATION TOOLS, 216.0, 21.6, 9, 2024, 4, 8.64, NORTH AMERICA, 2024-04
10218, FISHING GEAR, FISHING LINE, 741.0, 103.74000000000001, 19, 2022, 5, 0, NORTH AMERICA, 2022-05
10219, WINTER SPORTS, THERMAL UNDERWEAR, 416.0, 83.2, 13, 2024, 12, 12.48, CHINA, 2024-12
10220, APPAREL, OUTERWEAR, 3289.0, 493.34999999999997, 11, 2023, 5, 65.78, CHINA, 2023-05
10221, APPAREL, OTHER, 423.0, 67.68, 9, 2023, 6, 54.99, EUROPE, 2023-06
10222, TRAVEL, OTHER, 540.0, 102.6, 12, 2022, 11, 16.2, LATIN AMERICA, 2022-11
10223, FOOTWEAR, OTHER, 232.0, 32.480000000000004, 8, 2023, 4, 0, MIDDLE EAST, 2023-04
10224, FISHING GEAR, ACCESSORIES, 150.0, 24.0, 3, 2022, 2, 0, CHINA, 2022-02
10225, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 126.0, 16.38, 18, 2024, 11, 11.34, LATIN AMERICA, 2024-11
10226, WATER GEAR, KAYAKS, 8388.0, 1593.72, 18, 2023, 9, 754.92, LATIN AMERICA, 2023-09
10227, CAMPING & HIKING, UTENSILS & ACCESSORIES, 104.0, 20.8, 4, 2022, 7, 8.32, EUROPE, 2022-07
10228, APPAREL, GLOVES & HATS, 777.0, 108.78000000000002, 21, 2024, 11, 38.85, AFRICA, 2024-11
10229, WATER GEAR, SAFETY GEAR, 1280.0, 140.8, 20, 2023, 11, 12.8, EUROPE, 2023-11
10230, CAMPING & HIKING, NAVIGATION TOOLS, 666.0, 106.56, 6, 2024, 10, 6.66, NORTH AMERICA, 2024-10
10231, TRAVEL, SECURITY, 112.0, 20.16, 8, 2022, 11, 14.56, LATIN AMERICA, 2022-11
10232, FOOTWEAR, TRAIL SHOES, 798.0, 95.75999999999999, 14, 2022, 12, 103.74000000000001, CHINA, 2022-12
10233, WATER GEAR, SURF ACCESSORIES, 600.0, 96.0, 6, 2024, 5, 60, NORTH AMERICA, 2024-05
10234, TRAVEL, LUGGAGE LOCKS, 28.0, 5.32, 4, 2023, 12, 1.4000000000000001, ASIA-PACIFIC, 2023-12
10235, TRAVEL, TRAVEL PILLOWS, 342.0, 64.98, 9, 2024, 3, 3.42, NORTH AMERICA, 2024-03
10236, FISHING GEAR, ACCESSORIES, 1400.0, 182.0, 14, 2024, 4, 140, NORTH AMERICA, 2024-04
10237, CLIMBING, AVALANCHE SAFETY, 468.0, 79.56, 3, 2022, 11, 14.04, EUROPE, 2022-11
10238, WATER GEAR, SURFBOARDS, 2995.0, 509.15000000000003, 5, 2024, 8, 269.55, AFRICA, 2024-08
10239, FISHING GEAR, RODS & REELS, 1242.0, 198.72, 18, 2024, 6, 149.04, AFRICA, 2024-06
10240, WINTER SPORTS, SKI BOOTS, 5593.0, 559.3000000000001, 7, 2024, 8, 55.93, ASIA-PACIFIC, 2024-08
10241, WINTER SPORTS, SKI POLES, 1216.0, 145.92, 8, 2024, 6, 60.800000000000004, MIDDLE EAST, 2024-06
10242, FISHING GEAR, SAFETY GEAR, 1496.0, 194.48000000000002, 17, 2022, 12, 29.92, CHINA, 2022-12
10243, CLIMBING, TRAINING EQUIPMENT, 425.0, 72.25, 17, 2022, 2, 34, NORTH AMERICA, 2022-02
10244, CAMPING & HIKING, EXTENDED TRIP PACKS, 1989.0, 258.57, 13, 2024, 3, 139.23000000000002, EUROPE, 2024-03
10245, CLIMBING, CHALK & CHALK BAGS, 116.0, 18.56, 4, 2022, 4, 1.16, LATIN AMERICA, 2022-04
10246, CAMPING & HIKING, OTHER, 944.0, 122.72, 16, 2022, 2, 9.44, CHINA, 2022-02
10247, WINTER SPORTS, HELMETS, 6562.0, 918.6800000000001, 17, 2024, 1, 590.5799999999999, AFRICA, 2024-01
10248, WATER GEAR, SURF ACCESSORIES, 608.0, 97.28, 19, 2024, 11, 72.96, LATIN AMERICA, 2024-11
10249, TRAVEL, DUFFEL BAGS, 2304.0, 299.52, 16, 2023, 8, 299.52, EUROPE, 2023-08
10250, APPAREL, TOPS, 972.0, 106.92, 18, 2023, 5, 145.79999999999998, EUROPE, 2023-05
10251, CAMPING & HIKING, UTENSILS & ACCESSORIES, 50.0, 6.5, 5, 2022, 6, 6.5, LATIN AMERICA, 2022-06
10252, WINTER SPORTS, HELMETS, 2002.0, 320.32, 7, 2023, 2, 60.059999999999995, MIDDLE EAST, 2023-02
10253, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 324.0, 61.56, 12, 2024, 1, 0, CHINA, 2024-01
10254, FOOTWEAR, OTHER, 936.0, 131.04000000000002, 13, 2022, 9, 112.32, EUROPE, 2022-09
10255, WATER GEAR, WETSUITS, 5676.0, 1021.68, 12, 2023, 3, 624.36, AFRICA, 2023-03
10256, WATER GEAR, SURFBOARDS, 559.0, 100.61999999999999, 1, 2024, 1, 67.08, AFRICA, 2024-01
10257, FOOTWEAR, SANDALS, 540.0, 70.2, 10, 2024, 2, 54, NORTH AMERICA, 2024-02
10258, CAMPING & HIKING, LINERS, 540.0, 81.0, 9, 2022, 10, 81, AFRICA, 2022-10
10259, CAMPING & HIKING, SHELTERS & TARPS, 600.0, 78.0, 12, 2024, 6, 6, NORTH AMERICA, 2024-06
10260, FISHING GEAR, FISHING HOOKS, 162.0, 32.4, 9, 2023, 5, 9.719999999999999, NORTH AMERICA, 2023-05
10261, APPAREL, TOPS, 84.0, 15.12, 4, 2022, 6, 5.880000000000001, CHINA, 2022-06
10262, FOOTWEAR, SANDALS, 665.0, 86.45, 19, 2024, 3, 26.6, LATIN AMERICA, 2024-03
10263, TRAVEL, OTHER, 576.0, 80.64000000000001, 18, 2023, 11, 11.52, NORTH AMERICA, 2023-11
10264, WATER GEAR, SAFETY GEAR, 280.0, 56.0, 14, 2024, 2, 8.4, LATIN AMERICA, 2024-02
10265, CLIMBING, BOULDERING PADS, 602.0, 96.32000000000001, 2, 2022, 4, 0, MIDDLE EAST, 2022-04
10266, CLIMBING, CLIMBING SHOES, 2185.0, 437.0, 19, 2023, 11, 109.25, NORTH AMERICA, 2023-11
10267, CAMPING & HIKING, NAVIGATION TOOLS, 275.0, 52.25, 5, 2023, 9, 11, NORTH AMERICA, 2023-09
10268, APPAREL, OUTERWEAR, 1484.0, 192.92000000000002, 14, 2024, 5, 74.2, ASIA-PACIFIC, 2024-05
10269, WINTER SPORTS, SKIS, 14348.0, 1721.76, 17, 2022, 7, 1434.8000000000002, ASIA-PACIFIC, 2022-07
10270, CLIMBING, ROPES & SLINGS, 4350.0, 652.5, 15, 2023, 8, 565.5, AFRICA, 2023-08
10271, APPAREL, PANTS & SHORTS, 1121.0, 145.73000000000002, 19, 2023, 10, 89.68, NORTH AMERICA, 2023-10
10272, TRAVEL, TECH ORGANIZERS, 285.0, 39.900000000000006, 19, 2023, 3, 39.900000000000006, CHINA, 2023-03
10273, FISHING GEAR, RODS & REELS, 386.0, 54.040000000000006, 2, 2022, 9, 46.32, NORTH AMERICA, 2022-09
10274, CLIMBING, CHALK & CHALK BAGS, 110.0, 18.700000000000003, 10, 2024, 8, 2.2, NORTH AMERICA, 2024-08
10275, CLIMBING, CHALK & CHALK BAGS, 187.0, 33.66, 11, 2024, 8, 3.74, EUROPE, 2024-08
10276, TRAVEL, DUFFEL BAGS, 756.0, 113.39999999999999, 14, 2023, 5, 60.480000000000004, LATIN AMERICA, 2023-05
10277, FISHING GEAR, RODS & REELS, 730.0, 109.5, 10, 2022, 6, 43.8, LATIN AMERICA, 2022-06
10278, APPAREL, OUTERWEAR, 2256.0, 338.4, 16, 2022, 9, 270.71999999999997, NORTH AMERICA, 2022-09
10279, WATER GEAR, SWIMWEAR, 1134.0, 204.12, 18, 2022, 1, 34.019999999999996, NORTH AMERICA, 2022-01
10280, CLIMBING, AVALANCHE SAFETY, 4284.0, 728.2800000000001, 18, 2022, 8, 385.56, MIDDLE EAST, 2022-08
10281, CLIMBING, TRAINING EQUIPMENT, 1540.0, 292.6, 14, 2022, 7, 92.39999999999999, NORTH AMERICA, 2022-07
10282, CAMPING & HIKING, HYDRATION PACKS, 1036.0, 186.48, 14, 2024, 3, 103.60000000000001, NORTH AMERICA, 2024-03
10283, WATER GEAR, KAYAKS, 9911.0, 1883.09, 11, 2024, 12, 0, EUROPE, 2024-12
10284, WINTER SPORTS, GLOVES & MITTENS, 138.0, 24.84, 2, 2024, 3, 9.66, EUROPE, 2024-03
10285, WINTER SPORTS, THERMAL UNDERWEAR, 975.0, 146.25, 13, 2023, 3, 29.25, AFRICA, 2023-03
10286, CAMPING & HIKING, SLEEPING PADS, 0.0, 0.0, 0, 2022, 9, 0, CHINA, 2022-09
10287, APPAREL, OUTERWEAR, 0.0, 0.0, 0, 2022, 10, 0, NORTH AMERICA, 2022-10
10288, WINTER SPORTS, OTHER, 198.0, 19.8, 18, 2023, 6, 3.96, LATIN AMERICA, 2023-06
10289, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 154.0, 27.72, 14, 2024, 11, 12.32, NORTH AMERICA, 2024-11
10290, FOOTWEAR, WINTER BOOTS, 2736.0, 492.47999999999996, 16, 2023, 8, 164.16, NORTH AMERICA, 2023-08
10291, TRAVEL, TECH ORGANIZERS, 320.0, 44.800000000000004, 8, 2023, 6, 32, NORTH AMERICA, 2023-06
10292, CLIMBING, SLACKLINES, 1188.0, 178.2, 11, 2023, 6, 166.32000000000002, EUROPE, 2023-06
10293, FOOTWEAR, OTHER, 306.0, 33.660000000000004, 9, 2023, 10, 15.3, NORTH AMERICA, 2023-10
10294, FISHING GEAR, WADERS, 3276.0, 491.4, 21, 2024, 12, 458.64000000000004, AFRICA, 2024-12
10295, FISHING GEAR, ACCESSORIES, 1157.0, 115.7, 13, 2024, 7, 0, AFRICA, 2024-07
10296, WATER GEAR, KAYAKS, 273.0, 27.3, 1, 2024, 6, 8.19, LATIN AMERICA, 2024-06
10297, TRAVEL, OTHER, 312.0, 62.400000000000006, 12, 2023, 2, 0, EUROPE, 2023-02
10298, FOOTWEAR, INSULATED FOOTWEAR, 745.0, 81.95, 5, 2024, 2, 37.25, MIDDLE EAST, 2024-02
10299, APPAREL, JACKETS & VESTS, 2478.0, 470.82, 14, 2023, 8, 247.8, NORTH AMERICA, 2023-08
10300, WINTER SPORTS, SNOWBOARD BOOTS, 195.0, 31.2, 1, 2024, 12, 9.75, NORTH AMERICA, 2024-12
10301, TRAVEL, TECH ORGANIZERS, 874.0, 139.84, 19, 2022, 11, 43.7, AFRICA, 2022-11
10302, WINTER SPORTS, THERMAL UNDERWEAR, 246.0, 44.28, 3, 2024, 10, 4.92, EUROPE, 2024-10
10303, FISHING GEAR, RODS & REELS, 1152.0, 184.32, 9, 2022, 2, 57.6, LATIN AMERICA, 2022-02
10304, CAMPING & HIKING, COOKWARE, 351.0, 49.14000000000001, 13, 2024, 10, 0, CHINA, 2024-10
10305, FOOTWEAR, OTHER, 930.0, 93.0, 10, 2022, 11, 0, NORTH AMERICA, 2022-11
10306, FISHING GEAR, SAFETY GEAR, 738.0, 132.84, 9, 2024, 9, 36.9, CHINA, 2024-09
10307, WATER GEAR, PADDLES, 2250.0, 292.5, 18, 2022, 9, 225, EUROPE, 2022-09
10308, APPAREL, PANTS & SHORTS, 684.0, 116.28000000000002, 18, 2023, 4, 54.72, NORTH AMERICA, 2023-04
10309, FOOTWEAR, FOOTWEAR CARE PRODUCTS, 198.0, 23.759999999999998, 11, 2023, 5, 23.759999999999998, MIDDLE EAST, 2023-05
10310, FOOTWEAR, OTHER, 1261.0, 126.10000000000001, 13, 2022, 2, 37.83, NORTH AMERICA, 2022-02
10311, CAMPING & HIKING, FIRST AID KITS, 689.0, 124.02, 13, 2022, 12, 27.560000000000002, AFRICA, 2022-12
10312, WATER GEAR, PADDLES, 1776.0, 177.60000000000002, 12, 2024, 12, 142.08, EUROPE, 2024-12
10313, CLIMBING, CLIMBING SHOES, 395.0, 43.45, 5, 2022, 12, 27.650000000000002, EUROPE, 2022-12
10314, CAMPING & HIKING, WATER FILTRATION & PURIFICATION, 480.0, 76.8, 5, 2022, 6, 9.6, EUROPE, 2022-06
10315, FOOTWEAR, OTHER, 1064.0, 212.8, 14, 2023, 10, 31.919999999999998, AFRICA, 2023-10
10316, CAMPING & HIKING, FAMILY CAMPING TENTS, 7100.0, 1065.0, 20, 2023, 3, 213, AFRICA, 2023-03
10317, CLIMBING, SLACKLINES, 1100.0, 121.0, 10, 2024, 2, 99, NORTH AMERICA, 2024-02
10318, TRAVEL, TECH ORGANIZERS, 185.0, 22.2, 5, 2023, 10, 14.8, LATIN AMERICA, 2023-10
10319, FISHING GEAR, RODS & REELS, 1241.0, 173.74, 17, 2022, 10, 74.46, CHINA, 2022-10
10320, FISHING GEAR, SAFETY GEAR, 261.0, 41.76, 3, 2022, 1, 26.1, CHINA, 2022-01
10321, FOOTWEAR, SANDALS, 1311.0, 235.98, 19, 2022, 11, 131.1, LATIN AMERICA, 2022-11
10322, APPAREL, OTHER, 1178.0, 212.04, 19, 2023, 2, 58.900000000000006, NORTH AMERICA, 2023-02
10323, WINTER SPORTS, SNOWBOARDS, 4336.0, 650.4, 4, 2022, 11, 216.8, NORTH AMERICA, 2022-11
10324, WATER GEAR, RASH GUARDS, 420.0, 71.4, 14, 2022, 1, 46.2, NORTH AMERICA, 2022-01
10325, FOOTWEAR, OTHER, 826.0, 123.89999999999999, 14, 2022, 6, 90.86, CHINA, 2022-06
10326, WATER GEAR, KAYAKS, 5844.0, 642.84, 6, 2023, 9, 701.28, EUROPE, 2023-09
10327, TRAVEL, OTHER, 288.0, 51.839999999999996, 16, 2023, 6, 25.919999999999998, EUROPE, 2023-06
10328, FOOTWEAR, WINTER BOOTS, 364.0, 54.6, 4, 2022, 6, 32.76, LATIN AMERICA, 2022-06
10329, FISHING GEAR, WADERS, 1533.0, 214.62000000000003, 7, 2022, 1, 45.989999999999995, LATIN AMERICA, 2022-01
10330, CAMPING & HIKING, WATER FILTRATION & PURIFICATION, 1536.0, 291.84000000000003, 16, 2022, 9, 15.36, ASIA-PACIFIC, 2022-09
10331, CAMPING & HIKING, HYDRATION PACKS, 680.0, 74.8, 17, 2023, 8, 27.2, CHINA, 2023-08
10332, WATER GEAR, PADDLES, 576.0, 69.12, 12, 2022, 3, 80.64000000000001, LATIN AMERICA, 2022-03
10333, WATER GEAR, RASH GUARDS, 156.0, 23.4, 4, 2023, 7, 21.840000000000003, ASIA-PACIFIC, 2023-07
10334, WINTER SPORTS, SKIS, 4240.0, 636.0, 5, 2023, 6, 381.59999999999997, CHINA, 2023-06
10335, TRAVEL, TECH ORGANIZERS, 715.0, 107.25, 13, 2023, 4, 64.35, EUROPE, 2023-04
10336, WINTER SPORTS, HELMETS, 3184.0, 350.24, 8, 2022, 3, 254.72, EUROPE, 2022-03
10337, TRAVEL, CARRY-ONS, 352.0, 49.28, 2, 2022, 2, 35.2, EUROPE, 2022-02
10338, WINTER SPORTS, HELMETS, 1424.0, 256.32, 4, 2023, 4, 0, NORTH AMERICA, 2023-04
10339, TRAVEL, SECURITY, 690.0, 131.1, 15, 2022, 5, 103.5, MIDDLE EAST, 2022-05
10340, FOOTWEAR, OTHER, 2058.0, 329.28000000000003, 21, 2024, 11, 267.54, AFRICA, 2024-11
10341, WATER GEAR, SURFBOARDS, 9418.0, 941.8000000000001, 17, 2024, 12, 753.44, ASIA-PACIFIC, 2024-12
10342, CLIMBING, ICE AXES, 540.0, 75.60000000000001, 4, 2023, 7, 10.8, LATIN AMERICA, 2023-07
10343, TRAVEL, LUGGAGE LOCKS, 156.0, 29.64, 12, 2024, 12, 6.24, EUROPE, 2024-12
10344, WINTER SPORTS, SNOWBOARD BOOTS, 217.0, 26.04, 1, 2022, 5, 21.700000000000003, EUROPE, 2022-05
